t_s,drone_x,drone_y,drone_z,drone_speed_mps,drone_accel_mps2,drone_yaw_rad,drone_yawrate_rads,trailer_x,trailer_y,trailer_speed_mps,dist_xy_m,replan_count,phase,captured,track_err_m,track_err_dense_m
27.7,385.135,446.216,10.0,9.9817,-0.0038,-2.94343,0.0003,-433.8,-600.0,6.0,1329.3751,5,pursuit,0,4.4024,3.2389
27.8,384.157,446.02,10.0,9.9814,-0.0038,-2.94341,0.0003,-433.2,-600.0,6.0,1328.2473,5,pursuit,0,3.7834,3.2234
27.9,383.178,445.823,10.0,9.981,-0.0038,-2.94338,0.0003,-432.6,-600.0,6.0,1327.1204,5,pursuit,0,3.3525,3.2147
28.0,382.2,445.626,10.0,9.9806,-0.0038,-2.94335,0.0003,-432.0,-600.0,6.0,1325.9944,5,pursuit,0,3.187,3.1882
28.1,381.221,445.43,10.0,9.9802,-0.0038,-2.94332,0.0003,-431.4,-600.0,6.0,1324.8695,5,pursuit,0,3.3266,3.1697
28.2,380.243,445.233,10.0,9.9798,-0.0038,-2.94329,0.0003,-430.8,-600.0,6.0,1323.7455,5,pursuit,0,3.7373,3.1537
28.3,379.264,445.037,10.0,9.9794,-0.0038,-2.94326,0.0003,-430.2,-600.0,6.0,1322.6224,5,pursuit,0,3.7852,3.1367
28.4,378.286,444.84,10.0,9.9791,-0.0038,-2.94324,0.0003,-429.6,-600.0,6.0,1321.5004,5,pursuit,0,3.3126,3.1178
28.5,377.308,444.643,10.0,9.9787,-0.0038,-2.94321,0.0003,-429.0,-600.0,6.0,1320.3793,5,pursuit,0,3.1001,3.098
28.6,376.33,444.447,10.0,9.9783,-0.0038,-2.94318,0.0003,-428.4,-600.0,6.0,1319.2591,5,pursuit,0,3.1999,3.0795
28.7,375.351,444.25,10.0,9.9779,-0.0038,-2.94315,0.0003,-427.8,-600.0,6.0,1318.14,5,pursuit,0,3.5859,3.0657
28.8,374.373,444.053,10.0,9.9775,-0.0038,-2.94312,0.0003,-427.2,-600.0,6.0,1317.0218,5,pursuit,0,3.3331,3.0446
28.9,373.395,443.856,10.0,9.9771,-0.0038,-2.94309,0.0003,-426.6,-600.0,6.0,1315.9047,5,pursuit,0,3.0477,3.0278
29.0,372.417,443.66,10.0,9.9768,-0.0038,-2.94306,0.0003,-426.0,-600.0,6.0,1314.7885,5,pursuit,0,3.0755,3.0105
29.1,371.439,443.463,10.0,9.9764,-0.0038,-2.94304,0.0003,-425.4,-600.0,6.0,1313.6733,5,pursuit,0,3.4087,2.9982
29.2,370.461,443.266,10.0,9.976,-0.0038,-2.94301,0.0003,-424.8,-600.0,6.0,1312.559,5,pursuit,0,3.1975,2.9799
29.3,369.483,443.069,10.0,9.9756,-0.0038,-2.94298,0.0003,-424.2,-600.0,6.0,1311.4458,5,pursuit,0,2.9709,2.9677
29.4,368.505,442.872,10.0,9.9752,-0.0038,-2.94295,0.0003,-423.6,-600.0,6.0,1310.3336,5,pursuit,0,3.069,2.9591
29.5,367.527,442.676,10.0,9.9748,-0.0038,-2.94292,0.0003,-423.0,-600.0,6.0,1309.2223,5,pursuit,0,3.4503,2.9432
29.6,366.549,442.479,10.0,9.9745,-0.0038,-2.94289,0.0003,-422.4,-600.0,6.0,1308.1121,5,pursuit,0,3.0393,2.9306
29.7,365.572,442.282,10.0,9.9741,-0.0038,-2.94287,0.0003,-421.8,-600.0,6.0,1307.0029,5,pursuit,0,2.9258,2.9208
29.8,364.594,442.085,10.0,9.9737,-0.0038,-2.94284,0.0003,-421.2,-600.0,6.0,1305.8946,5,pursuit,0,3.142,2.914
29.9,363.616,441.888,10.0,9.9733,-0.0038,-2.94281,0.0003,-420.6,-600.0,6.0,1304.7874,5,pursuit,0,3.2525,2.8986
30.0,362.639,441.691,10.0,9.9729,-0.0038,-2.94278,0.0003,-420.0,-600.0,6.0,1303.6812,5,pursuit,0,2.9258,2.8861
30.1,361.661,441.494,10.0,9.9725,-0.0038,-2.94275,0.0003,-419.4,-600.0,6.0,1302.576,5,pursuit,0,2.9207,2.8777
30.2,360.637,441.413,10.0,10.2725,3.0,-3.06275,-1.2,-418.8,-600.0,6.0,1301.4718,6,pursuit,0,7.0952,7.0952
30.3,359.581,441.457,10.0,10.5725,3.0,-3.18275,-1.2,-418.2,-600.0,6.0,1300.4337,6,pursuit,0,6.7317,6.7317
30.4,358.507,441.631,10.0,10.8725,3.0,-3.30275,-1.2,-417.6,-600.0,6.0,1299.4773,6,pursuit,0,6.3538,6.3163
30.5,357.451,441.936,10.0,11.0,1.2746,-3.42275,-1.2,-417.0,-600.0,6.0,1298.6172,6,pursuit,0,5.7829,5.7775
30.6,356.438,442.366,10.0,11.0,0.0,-3.54275,-1.2,-416.4,-600.0,6.0,1297.8735,6,pursuit,0,5.166,5.1278
30.7,355.484,442.913,10.0,11.0,0.0,-3.66275,-1.2,-415.8,-600.0,6.0,1297.2577,6,pursuit,0,4.6049,4.3776
30.8,354.574,443.532,10.0,11.0,0.0,-3.73873,-0.7598,-415.2,-600.0,6.0,1296.7737,6,pursuit,0,4.1783,3.5685
30.9,353.652,444.124,10.0,10.9599,-0.4005,-3.71271,0.2602,-414.6,-600.0,6.0,1296.3749,6,pursuit,0,3.3923,2.7816
31.0,352.691,444.621,10.0,10.8155,-1.4449,-3.61864,0.9407,-414.0,-600.0,6.0,1295.9497,6,pursuit,0,2.3604,2.0782
31.1,351.694,444.993,10.0,10.6491,-1.6639,-3.49888,1.1976,-413.4,-600.0,6.0,1295.4262,6,pursuit,0,1.5035,1.4974
31.2,350.673,445.241,10.0,10.5003,-1.4878,-3.37929,1.1959,-412.8,-600.0,6.0,1294.7826,6,pursuit,0,1.2281,1.0164
31.3,349.643,445.366,10.0,10.3815,-1.1882,-3.2626,1.1669,-412.2,-600.0,6.0,1294.0261,6,pursuit,0,1.7956,0.6948
31.4,348.614,445.389,10.0,10.2894,-0.9212,-3.16426,0.9834,-411.6,-600.0,6.0,1293.1668,6,pursuit,0,2.6979,0.4038
31.5,347.594,445.336,10.0,10.2181,-0.7123,-3.08899,0.7527,-411.0,-600.0,6.0,1292.2276,6,pursuit,0,3.2892,0.3853
31.6,346.584,445.221,10.0,10.1657,-0.5238,-3.0286,0.6039,-410.4,-600.0,6.0,1291.2323,6,pursuit,0,2.2745,0.1011
31.7,345.583,445.062,10.0,10.1264,-0.3933,-2.98434,0.4426,-409.8,-600.0,6.0,1290.1949,6,pursuit,0,1.2626,0.2636
31.8,344.591,444.874,10.0,10.0963,-0.3009,-2.95441,0.2993,-409.2,-600.0,6.0,1289.1289,6,pursuit,0,0.2542,0.1883
31.9,343.606,444.667,10.0,10.0735,-0.2286,-2.93439,0.2002,-408.6,-600.0,6.0,1288.045,6,pursuit,0,0.7545,0.0956
32.0,342.624,444.448,10.0,10.0529,-0.2059,-2.92206,0.1233,-408.0,-600.0,6.0,1286.9501,6,pursuit,0,1.7594,0.3645
32.1,341.646,444.224,10.0,10.0366,-0.163,-2.91597,0.0609,-407.4,-600.0,6.0,1285.8495,6,pursuit,0,2.7629,0.1007
32.2,340.67,443.996,10.0,10.0243,-0.1229,-2.9119,0.0408,-406.8,-600.0,6.0,1284.7471,6,pursuit,0,3.3479,0.2033
32.3,339.696,443.764,10.0,10.0153,-0.09,-2.90868,0.0322,-406.2,-600.0,6.0,1283.6439,6,pursuit,0,2.3464,0.2166
32.4,338.722,443.532,10.0,10.0092,-0.0604,-2.90751,0.0117,-405.6,-600.0,6.0,1282.5403,6,pursuit,0,1.3456,0.1003
32.5,337.749,443.301,10.0,10.0054,-0.0386,-2.90812,-0.0061,-405.0,-600.0,6.0,1281.4374,6,pursuit,0,0.3456,0.27
32.6,336.775,443.071,10.0,10.003,-0.0237,-2.90958,-0.0146,-404.4,-600.0,6.0,1280.3363,6,pursuit,0,0.656,0.0656
32.7,335.801,442.843,10.0,10.0016,-0.0138,-2.91146,-0.0188,-403.8,-600.0,6.0,1279.2373,6,pursuit,0,1.6559,0.2503
32.8,334.827,442.616,10.0,10.0009,-0.0077,-2.91332,-0.0185,-403.2,-600.0,6.0,1278.1407,6,pursuit,0,2.6559,0.1081
32.9,333.853,442.391,10.0,10.0005,-0.004,-2.91489,-0.0158,-402.6,-600.0,6.0,1277.0464,6,pursuit,0,2.6304,0.1509
33.0,332.878,442.168,10.0,10.0003,-0.002,-2.91615,-0.0126,-402.0,-600.0,6.0,1275.9542,6,pursuit,0,1.6304,0.2346
33.1,331.903,441.945,10.0,10.0002,-0.0009,-2.91705,-0.009,-401.4,-600.0,6.0,1274.864,6,pursuit,0,0.6304,0.0344
33.2,330.928,441.723,10.0,10.0001,-0.0004,-2.91763,-0.0058,-400.8,-600.0,6.0,1273.7754,6,pursuit,0,0.3697,0.1275
33.3,329.953,441.501,10.0,10.0001,-0.0002,-2.91797,-0.0034,-400.2,-600.0,6.0,1272.6882,6,pursuit,0,1.3697,0.247
33.4,328.978,441.28,10.0,10.0001,-0.0001,-2.91815,-0.0018,-399.6,-600.0,6.0,1271.6024,6,pursuit,0,2.3697,0.2091
33.5,328.003,441.058,10.0,10.0001,-0.0001,-2.91825,-0.0009,-399.0,-600.0,6.0,1270.5177,6,pursuit,0,1.8998,0.1538
33.6,327.027,440.837,10.0,10.0001,-0.0001,-2.91826,-0.0001,-398.4,-600.0,6.0,1269.4342,6,pursuit,0,0.8998,0.1429
33.7,326.052,440.615,10.0,10.0001,-0.0001,-2.91822,0.0004,-397.8,-600.0,6.0,1268.3517,6,pursuit,0,0.1002,0.1749
33.8,325.077,440.394,10.0,10.0001,-0.0001,-2.91835,-0.0013,-397.2,-600.0,6.0,1267.2703,6,pursuit,0,1.1002,0.2036
33.9,324.102,440.172,10.0,10.0,-0.0001,-2.91825,0.0009,-396.6,-600.0,6.0,1266.1901,6,pursuit,0,2.1002,0.0783
34.0,323.127,439.951,10.0,10.0,-0.0001,-2.91805,0.0021,-396.0,-600.0,6.0,1265.1108,6,pursuit,0,1.2035,0.0792
34.1,322.152,439.729,10.0,10.0,-0.0001,-2.91773,0.0032,-395.4,-600.0,6.0,1264.0326,6,pursuit,0,0.2037,0.1327
34.2,321.177,439.506,10.0,10.0,-0.0001,-2.91737,0.0036,-394.8,-600.0,6.0,1262.9551,6,pursuit,0,0.7966,0.091
34.3,320.202,439.284,10.0,10.0,-0.0001,-2.91719,0.0017,-394.2,-600.0,6.0,1261.8785,6,pursuit,0,1.7965,0.0394
34.4,319.227,439.061,10.0,10.0,-0.0001,-2.91682,0.0037,-393.6,-600.0,6.0,1260.8029,6,pursuit,0,0.9149,0.1303
34.5,318.252,438.838,10.0,10.0,-0.0001,-2.91635,0.0046,-393.0,-600.0,6.0,1259.7282,6,pursuit,0,0.0863,0.1577
34.6,317.278,438.614,10.0,10.0,-0.0001,-2.91589,0.0046,-392.4,-600.0,6.0,1258.6542,6,pursuit,0,1.0853,0.1046
34.7,316.303,438.39,10.0,9.9999,-0.0001,-2.91567,0.0022,-391.8,-600.0,6.0,1257.5809,6,pursuit,0,1.3746,0.0679
34.8,315.329,438.166,10.0,9.9999,-0.0001,-2.91532,0.0035,-391.2,-600.0,6.0,1256.5087,6,pursuit,0,0.3747,0.0432
34.9,314.354,437.941,10.0,9.9999,-0.0001,-2.91493,0.0038,-390.6,-600.0,6.0,1255.4373,6,pursuit,0,0.6256,0.0265
35.0,313.38,437.716,10.0,9.9999,-0.0001,-2.91461,0.0033,-390.0,-600.0,6.0,1254.3667,6,pursuit,0,1.6255,0.0137
35.1,312.406,437.49,10.0,9.9999,-0.0001,-2.91427,0.0034,-389.4,-600.0,6.0,1253.297,6,pursuit,0,0.7646,0.006
35.2,311.431,437.265,10.0,9.9999,-0.0001,-2.91402,0.0025,-388.8,-600.0,6.0,1252.2282,6,pursuit,0,0.2355,0.0208
35.3,310.457,437.039,10.0,9.9999,-0.0001,-2.91382,0.002,-388.2,-600.0,6.0,1251.1603,6,pursuit,0,1.2354,0.0467
35.4,309.483,436.813,10.0,9.9999,-0.0001,-2.91367,0.0015,-387.6,-600.0,6.0,1250.0934,6,pursuit,0,1.2171,0.081
35.5,308.509,436.587,10.0,9.9999,-0.0001,-2.91362,0.0006,-387.0,-600.0,6.0,1249.0276,6,pursuit,0,0.2171,0.1228
35.6,307.535,436.361,10.0,9.9999,-0.0001,-2.91361,0.0001,-386.4,-600.0,6.0,1247.9628,6,pursuit,0,0.7829,0.1713
35.7,306.561,436.135,10.0,9.9999,-0.0001,-2.91364,-0.0003,-385.8,-600.0,6.0,1246.8991,6,pursuit,0,1.7444,0.1262
35.8,305.587,435.909,10.0,9.9998,-0.0001,-2.91371,-0.0007,-385.2,-600.0,6.0,1245.8365,6,pursuit,0,0.7444,0.0679
35.9,304.612,435.683,10.0,9.9998,-0.0001,-2.9138,-0.0009,-384.6,-600.0,6.0,1244.7751,6,pursuit,0,0.2556,0.0051
36.0,303.638,435.458,10.0,9.9998,-0.0001,-2.9139,-0.0011,-384.0,-600.0,6.0,1243.715,6,pursuit,0,1.2555,0.0628
36.1,302.664,435.232,10.0,9.9998,-0.0001,-2.91402,-0.0011,-383.4,-600.0,6.0,1242.656,6,pursuit,0,1.3208,0.1337
36.2,301.69,435.006,10.0,9.9998,-0.0001,-2.91413,-0.0011,-382.8,-600.0,6.0,1241.5982,7,pursuit,0,5.3968,5.3678
36.3,300.716,434.781,10.0,9.9998,-0.0001,-2.91424,-0.0011,-382.2,-600.0,6.0,1240.5417,7,pursuit,0,5.3596,5.3437
36.4,299.741,434.556,10.0,9.9998,-0.0001,-2.91434,-0.0011,-381.6,-600.0,6.0,1239.4863,7,pursuit,0,5.5069,5.3176
36.5,298.767,434.331,10.0,9.9998,-0.0001,-2.91445,-0.001,-381.0,-600.0,6.0,1238.4322,7,pursuit,0,5.5726,5.2931
36.6,297.793,434.105,10.0,9.9997,-0.0001,-2.91455,-0.001,-380.4,-600.0,6.0,1237.3793,7,pursuit,0,5.3179,5.2675
36.7,296.818,433.88,10.0,9.9997,-0.0001,-2.91465,-0.001,-379.8,-600.0,6.0,1236.3276,7,pursuit,0,5.2447,5.2459
36.8,295.844,433.656,10.0,9.9997,-0.0001,-2.91475,-0.001,-379.2,-600.0,6.0,1235.2771,7,pursuit,0,5.3605,5.2152
36.9,294.87,433.431,10.0,9.9997,-0.0001,-2.91484,-0.001,-378.6,-600.0,6.0,1234.2279,7,pursuit,0,5.6537,5.1875
37.0,293.895,433.206,10.0,9.9997,-0.0001,-2.91494,-0.001,-378.0,-600.0,6.0,1233.1799,7,pursuit,0,5.9956,5.1707
37.1,292.921,432.981,10.0,9.9997,-0.0001,-2.91504,-0.001,-377.4,-600.0,6.0,1232.1331,7,pursuit,0,5.5296,5.1352
37.2,291.946,432.757,10.0,9.9997,-0.0001,-2.91514,-0.001,-376.8,-600.0,6.0,1231.0876,7,pursuit,0,5.2159,5.1185
37.3,290.972,432.532,10.0,9.9997,-0.0001,-2.91523,-0.001,-376.2,-600.0,6.0,1230.0433,7,pursuit,0,5.0829,5.0827
37.4,289.997,432.308,10.0,9.9996,-0.0001,-2.91533,-0.001,-375.6,-600.0,6.0,1229.0002,7,pursuit,0,5.1446,5.0668
37.5,289.023,432.084,10.0,9.9996,-0.0001,-2.91543,-0.001,-375.0,-600.0,6.0,1227.9584,7,pursuit,0,5.3943,5.0296
37.6,288.048,431.86,10.0,9.9996,-0.0001,-2.91553,-0.001,-374.4,-600.0,6.0,1226.9178,7,pursuit,0,5.8079,5.0098
37.7,287.074,431.636,10.0,9.9996,-0.0001,-2.91563,-0.001,-373.8,-600.0,6.0,1225.8785,7,pursuit,0,5.7295,4.9761
37.8,286.099,431.412,10.0,9.9996,-0.0001,-2.91572,-0.001,-373.2,-600.0,6.0,1224.8404,7,pursuit,0,5.279,4.9528
37.9,285.125,431.188,10.0,9.9996,-0.0001,-2.91582,-0.001,-372.6,-600.0,6.0,1223.8036,7,pursuit,0,4.9909,4.9209
38.0,284.15,430.964,10.0,9.9996,-0.0001,-2.91592,-0.001,-372.0,-600.0,6.0,1222.768,7,pursuit,0,4.894,4.897
38.1,283.176,430.741,10.0,9.9996,-0.0001,-2.91602,-0.001,-371.4,-600.0,6.0,1221.7337,7,pursuit,0,4.9995,4.8631
38.2,282.201,430.517,10.0,9.9995,-0.0001,-2.91611,-0.001,-370.8,-600.0,6.0,1220.7006,7,pursuit,0,5.2952,4.8433
38.3,281.226,430.294,10.0,9.9995,-0.0001,-2.91621,-0.001,-370.2,-600.0,6.0,1219.6689,7,pursuit,0,5.6721,4.8048
38.4,280.252,430.07,10.0,9.9995,-0.0001,-2.91631,-0.001,-369.6,-600.0,6.0,1218.6384,7,pursuit,0,5.1824,4.7777
38.5,279.277,429.847,10.0,9.9995,-0.0001,-2.91641,-0.001,-369.0,-600.0,6.0,1217.6092,7,pursuit,0,4.852,4.7507
38.6,278.302,429.624,10.0,9.9995,-0.0001,-2.91651,-0.001,-368.4,-600.0,6.0,1216.5812,7,pursuit,0,4.7146,4.715
38.7,277.327,429.401,10.0,9.9995,-0.0001,-2.9166,-0.001,-367.8,-600.0,6.0,1215.5546,7,pursuit,0,4.7868,4.6846
38.8,276.353,429.178,10.0,9.9995,-0.0001,-2.9167,-0.001,-367.2,-600.0,6.0,1214.5292,7,pursuit,0,5.0597,4.6565
38.9,275.378,428.955,10.0,9.9995,-0.0001,-2.9168,-0.001,-366.6,-600.0,6.0,1213.5051,7,pursuit,0,5.1814,4.6285
39.0,274.403,428.732,10.0,9.9994,-0.0001,-2.9169,-0.001,-366.0,-600.0,6.0,1212.4823,7,pursuit,0,4.7827,4.5968
39.1,273.428,428.509,10.0,9.9994,-0.0001,-2.917,-0.001,-365.4,-600.0,6.0,1211.4608,7,pursuit,0,4.5719,4.5647
39.2,272.453,428.287,10.0,9.9994,-0.0001,-2.91709,-0.001,-364.8,-600.0,6.0,1210.4406,7,pursuit,0,4.575,4.5325
39.3,271.478,428.064,10.0,9.9994,-0.0001,-2.91719,-0.001,-364.2,-600.0,6.0,1209.4217,7,pursuit,0,4.7916,4.4973
39.4,270.504,427.842,10.0,9.9994,-0.0001,-2.91729,-0.001,-363.6,-600.0,6.0,1208.4041,7,pursuit,0,4.7918,4.4633
39.5,269.529,427.619,10.0,9.9994,-0.0001,-2.91739,-0.001,-363.0,-600.0,6.0,1207.3878,7,pursuit,0,4.4932,4.4336
39.6,268.554,427.397,10.0,9.9994,-0.0001,-2.91748,-0.001,-362.4,-600.0,6.0,1206.3728,7,pursuit,0,4.4066,4.3998
39.7,267.579,427.175,10.0,9.9994,-0.0001,-2.91758,-0.001,-361.8,-600.0,6.0,1205.3592,7,pursuit,0,4.544,4.3701
39.8,266.604,426.953,10.0,9.9993,-0.0001,-2.91768,-0.001,-361.2,-600.0,6.0,1204.3468,7,pursuit,0,4.5771,4.3361
39.9,265.629,426.731,10.0,9.9993,-0.0001,-2.91778,-0.001,-360.6,-600.0,6.0,1203.3358,7,pursuit,0,4.3305,4.3054
40.0,264.654,426.509,10.0,9.9993,-0.0001,-2.91788,-0.001,-360.0,-600.0,6.0,1202.3261,7,pursuit,0,4.3078,4.2761
40.1,263.679,426.287,10.0,9.9993,-0.0001,-2.91797,-0.001,-359.4,-600.0,6.0,1201.3177,7,pursuit,0,4.5124,4.2476
40.2,262.704,426.066,10.0,9.9993,-0.0001,-2.91807,-0.001,-358.8,-600.0,6.0,1200.3107,7,pursuit,0,4.3009,4.2199
40.3,261.729,425.844,10.0,9.9993,-0.0001,-2.91817,-0.001,-358.2,-600.0,6.0,1199.305,7,pursuit,0,4.195,4.193
40.4,260.754,425.623,10.0,9.9993,-0.0001,-2.91827,-0.001,-357.6,-600.0,6.0,1198.3006,7,pursuit,0,4.3243,4.167
40.5,259.778,425.401,10.0,9.9993,-0.0001,-2.91837,-0.001,-357.0,-600.0,6.0,1197.2976,7,pursuit,0,4.2748,4.142
40.6,258.803,425.18,10.0,9.9992,-0.0001,-2.91846,-0.001,-356.4,-600.0,6.0,1196.2959,7,pursuit,0,4.1184,4.1181
40.7,257.828,424.959,10.0,9.9992,-0.0001,-2.91856,-0.001,-355.8,-600.0,6.0,1195.2956,7,pursuit,0,4.2011,4.0951
40.8,256.853,424.738,10.0,9.9992,-0.0001,-2.91866,-0.001,-355.2,-600.0,6.0,1194.2966,7,pursuit,0,4.2615,4.0729
40.9,255.878,424.517,10.0,9.9992,-0.0001,-2.91876,-0.001,-354.6,-600.0,6.0,1193.299,7,pursuit,0,4.0566,4.0511
41.0,254.903,424.296,10.0,9.9992,-0.0001,-2.91885,-0.001,-354.0,-600.0,6.0,1192.3028,7,pursuit,0,4.0929,4.0277
41.1,253.927,424.075,10.0,9.9992,-0.0001,-2.91895,-0.001,-353.4,-600.0,6.0,1191.3079,7,pursuit,0,4.2835,4.0038
41.2,252.952,423.855,10.0,9.9992,-0.0001,-2.91905,-0.001,-352.8,-600.0,6.0,1190.3143,7,pursuit,0,4.0136,3.9801
41.3,251.977,423.634,10.0,9.9992,-0.0001,-2.91915,-0.001,-352.2,-600.0,6.0,1189.3222,7,pursuit,0,3.9837,3.9565
41.4,251.001,423.414,10.0,9.9991,-0.0001,-2.91925,-0.001,-351.6,-600.0,6.0,1188.3314,7,pursuit,0,4.199,3.933
41.5,250.026,423.193,10.0,9.9991,-0.0001,-2.91934,-0.001,-351.0,-600.0,6.0,1187.342,7,pursuit,0,4.0011,3.9094
41.6,249.051,422.973,10.0,9.9991,-0.0001,-2.91944,-0.001,-350.4,-600.0,6.0,1186.3539,7,pursuit,0,3.8876,3.8858
41.7,248.075,422.753,10.0,9.9991,-0.0001,-2.91954,-0.001,-349.8,-600.0,6.0,1185.3673,7,pursuit,0,4.0272,3.8622
41.8,247.1,422.532,10.0,9.9991,-0.0001,-2.91964,-0.001,-349.2,-600.0,6.0,1184.382,7,pursuit,0,4.0276,3.8384
41.9,246.125,422.312,10.0,9.9991,-0.0001,-2.91973,-0.001,-348.6,-600.0,6.0,1183.3981,7,pursuit,0,3.8197,3.8147
42.0,245.149,422.093,10.0,9.9991,-0.0001,-2.91983,-0.001,-348.0,-600.0,6.0,1182.4157,7,pursuit,0,3.8677,3.791
42.1,244.174,421.873,10.0,9.9991,-0.0001,-2.91993,-0.001,-347.4,-600.0,6.0,1181.4346,7,pursuit,0,4.0962,3.7674
42.2,243.198,421.653,10.0,9.999,-0.0001,-2.92003,-0.001,-346.8,-600.0,6.0,1180.4549,8,pursuit,0,6.5228,6.1321
42.3,242.223,421.433,10.0,9.999,-0.0001,-2.92013,-0.001,-346.2,-600.0,6.0,1179.4766,8,pursuit,0,6.1917,6.0655
42.4,241.247,421.214,10.0,9.999,-0.0001,-2.92022,-0.001,-345.6,-600.0,6.0,1178.4998,8,pursuit,0,6.0105,6.0084
42.5,240.272,420.994,10.0,9.999,-0.0001,-2.92032,-0.001,-345.0,-600.0,6.0,1177.5243,8,pursuit,0,5.9928,5.9481
42.6,239.296,420.775,10.0,9.999,-0.0001,-2.92042,-0.001,-344.4,-600.0,6.0,1176.5503,8,pursuit,0,6.14,5.8881
42.7,238.321,420.556,10.0,9.999,-0.0001,-2.92052,-0.001,-343.8,-600.0,6.0,1175.5776,8,pursuit,0,6.4408,5.8306
42.8,237.345,420.337,10.0,9.999,-0.0001,-2.92062,-0.001,-343.2,-600.0,6.0,1174.6064,8,pursuit,0,6.411,5.7694
42.9,236.37,420.117,10.0,9.999,-0.0001,-2.92071,-0.001,-342.6,-600.0,6.0,1173.6367,8,pursuit,0,5.9867,5.7137
43.0,235.394,419.899,10.0,9.9989,-0.0001,-2.92081,-0.001,-342.0,-600.0,6.0,1172.6683,8,pursuit,0,5.7078,5.6516
43.1,234.418,419.68,10.0,9.9989,-0.0001,-2.92091,-0.001,-341.4,-600.0,6.0,1171.7014,8,pursuit,0,5.5961,5.5991
43.2,233.443,419.461,10.0,9.9989,-0.0001,-2.92101,-0.001,-340.8,-600.0,6.0,1170.7359,8,pursuit,0,5.6614,5.535
43.3,232.467,419.242,10.0,9.9989,-0.0001,-2.9211,-0.001,-340.2,-600.0,6.0,1169.7719,8,pursuit,0,5.898,5.4835
43.4,231.491,419.024,10.0,9.9989,-0.0001,-2.9212,-0.001,-339.6,-600.0,6.0,1168.8093,8,pursuit,0,6.1529,5.4218
43.5,230.515,418.805,10.0,9.9989,-0.0001,-2.9213,-0.001,-339.0,-600.0,6.0,1167.8481,8,pursuit,0,5.695,5.3642
43.6,229.54,418.587,10.0,9.9989,-0.0001,-2.9214,-0.001,-338.4,-600.0,6.0,1166.8884,8,pursuit,0,5.3857,5.3135
43.7,228.564,418.368,10.0,9.9989,-0.0001,-2.9215,-0.001,-337.8,-600.0,6.0,1165.9302,8,pursuit,0,5.2515,5.2533
43.8,227.588,418.15,10.0,9.9988,-0.0001,-2.92159,-0.001,-337.2,-600.0,6.0,1164.9734,8,pursuit,0,5.3055,5.1951
43.9,226.612,417.932,10.0,9.9988,-0.0001,-2.92169,-0.001,-336.6,-600.0,6.0,1164.0181,8,pursuit,0,5.5424,5.1401
44.0,225.637,417.714,10.0,9.9988,-0.0001,-2.92179,-0.001,-336.0,-600.0,6.0,1163.0642,8,pursuit,0,5.5717,5.0866
44.1,224.661,417.496,10.0,9.9988,-0.0001,-2.92189,-0.001,-335.4,-600.0,6.0,1162.1119,8,pursuit,0,5.19,5.0331
44.2,223.685,417.278,10.0,9.9988,-0.0001,-2.92199,-0.001,-334.8,-600.0,6.0,1161.1609,8,pursuit,0,4.9825,4.9787
44.3,222.709,417.061,10.0,9.9988,-0.0001,-2.92208,-0.001,-334.2,-600.0,6.0,1160.2115,8,pursuit,0,4.9713,4.9232
44.4,221.733,416.843,10.0,9.9988,-0.0001,-2.92218,-0.001,-333.6,-600.0,6.0,1159.2635,8,pursuit,0,5.1576,4.8671
44.5,220.757,416.625,10.0,9.9988,-0.0001,-2.92228,-0.001,-333.0,-600.0,6.0,1158.3171,8,pursuit,0,5.1335,4.8116
44.6,219.781,416.408,10.0,9.9987,-0.0001,-2.92238,-0.001,-332.4,-600.0,6.0,1157.3721,8,pursuit,0,4.8231,4.7591
44.7,218.805,416.191,10.0,9.9987,-0.0001,-2.92247,-0.001,-331.8,-600.0,6.0,1156.4286,8,pursuit,0,4.7084,4.7055
44.8,217.829,415.973,10.0,9.9987,-0.0001,-2.92257,-0.001,-331.2,-600.0,6.0,1155.4866,8,pursuit,0,4.8036,4.6508
44.9,216.853,415.756,10.0,9.9987,-0.0001,-2.92267,-0.001,-330.6,-600.0,6.0,1154.5461,8,pursuit,0,4.8525,4.5964
45.0,215.877,415.539,10.0,9.9987,-0.0001,-2.92277,-0.001,-330.0,-600.0,6.0,1153.6071,8,pursuit,0,4.5759,4.5439
45.1,214.901,415.322,10.0,9.9987,-0.0001,-2.92287,-0.001,-329.4,-600.0,6.0,1152.6696,8,pursuit,0,4.5089,4.4903
45.2,213.925,415.105,10.0,9.9987,-0.0001,-2.92296,-0.001,-328.8,-600.0,6.0,1151.7336,8,pursuit,0,4.6605,4.4343
45.3,212.949,414.889,10.0,9.9987,-0.0001,-2.92306,-0.001,-328.2,-600.0,6.0,1150.7991,8,pursuit,0,4.4599,4.378
45.4,211.973,414.672,10.0,9.9986,-0.0001,-2.92316,-0.001,-327.6,-600.0,6.0,1149.8662,8,pursuit,0,4.3197,4.3189
45.5,210.997,414.455,10.0,9.9986,-0.0001,-2.92326,-0.001,-327.0,-600.0,6.0,1148.9347,8,pursuit,0,4.4077,4.2588
45.6,210.021,414.239,10.0,9.9986,-0.0001,-2.92336,-0.001,-326.4,-600.0,6.0,1148.0048,8,pursuit,0,4.3089,4.1983
45.7,209.044,414.023,10.0,9.9986,-0.0001,-2.92345,-0.001,-325.8,-600.0,6.0,1147.0764,8,pursuit,0,4.137,4.1383
