schema_version,map_name,frame_id,building_id,source_component_id,ring_role,ring_index,vertex_order,next_vertex_order,ring_vertex_count,winding,x_enu_m,y_enu_m,foundation_z_m,ground_reference_z_m,roof_z_m,height_above_ground_m
1,city_uav,gazebo_world_enu,building_103,1278,outer,0,1,2,8,CCW,-87.57825,-8.7315,-0.05,0,33.2352941176,33.2352941176
1,city_uav,gazebo_world_enu,building_103,1278,outer,0,2,3,8,CCW,-87.5775,-18.1995,-0.05,0,33.2352941176,33.2352941176
1,city_uav,gazebo_world_enu,building_103,1278,outer,0,3,4,8,CCW,-85.2005,-18.1995,-0.05,0,33.2352941176,33.2352941176
1,city_uav,gazebo_world_enu,building_103,1278,outer,0,4,5,8,CCW,-85.7935,-37.1355,-0.05,0,33.2352941176,33.2352941176
1,city_uav,gazebo_world_enu,building_103,1278,outer,0,5,6,8,CCW,-57.86225,-38.31725,-0.05,0,33.2352941176,33.2352941176
1,city_uav,gazebo_world_enu,building_103,1278,outer,0,6,7,8,CCW,-56.6765,7.24775,-0.05,0,33.2352941176,33.2352941176
1,city_uav,gazebo_world_enu,building_103,1278,outer,0,7,0,8,CCW,-98.2765,8.4285,-0.05,0,33.2352941176,33.2352941176
1,city_uav,gazebo_world_enu,building_104,1280,outer,0,0,1,8,CCW,-98.2495,-411.71525,-0.05,0,35,35
1,city_uav,gazebo_world_enu,building_104,1280,outer,0,1,2,8,CCW,-98.24825,-430.0595,-0.05,0,35,35
1,city_uav,gazebo_world_enu,building_104,1280,outer,0,2,3,8,CCW,-83.391,-430.6505,-0.05,0,35,35
1,city_uav,gazebo_world_enu,building_104,1280,outer,0,3,4,8,CCW,-83.39025,-440.1185,-0.05,0,35,35
1,city_uav,gazebo_world_enu,building_104,1280,outer,0,4,5,8,CCW,-80.41875,-440.11825,-0.05,0,35,35
1,city_uav,gazebo_world_enu,building_104,1280,outer,0,5,6,8,CCW,-80.41775,-457.279,-0.05,0,35,35
1,city_uav,gazebo_world_enu,building_104,1280,outer,0,6,7,8,CCW,-57.24025,-457.2775,-0.05,0,35,35
1,city_uav,gazebo_world_enu,building_104,1280,outer,0,7,0,8,CCW,-57.24325,-411.7125,-0.05,0,35,35
1,city_uav,gazebo_world_enu,building_105,1282,outer,0,0,1,8,CCW,-590.92725,-214.6875,-0.05,0,34.5588235294,34.5588235294
1,city_uav,gazebo_world_enu,building_105,1282,outer,0,1,2,8,CCW,-546.94975,-215.2775,-0.05,0,34.5588235294,34.5588235294
1,city_uav,gazebo_world_enu,building_105,1282,outer,0,2,3,8,CCW,-546.9505,-195.74975,-0.05,0,34.5588235294,34.5588235294
1,city_uav,gazebo_world_enu,building_105,1282,outer,0,3,4,8,CCW,-560.025,-195.75025,-0.05,0,34.5588235294,34.5588235294
1,city_uav,gazebo_world_enu,building_105,1282,outer,0,4,5,8,CCW,-560.02525,-189.241,-0.05,0,34.5588235294,34.5588235294
1,city_uav,gazebo_world_enu,building_105,1282,outer,0,5,6,8,CCW,-550.5165,-189.2405,-0.05,0,34.5588235294,34.5588235294
1,city_uav,gazebo_world_enu,building_105,1282,outer,0,6,7,8,CCW,-549.923,-170.3045,-0.05,0,34.5588235294,34.5588235294
1,city_uav,gazebo_world_enu,building_105,1282,outer,0,7,0,8,CCW,-590.33475,-169.7145,-0.05,0,34.5588235294,34.5588235294
1,city_uav,gazebo_world_enu,building_106,1283,outer,0,0,1,8,CCW,-286.6615,-31.82175,-0.05,0,33.8235294118,33.8235294118
1,city_uav,gazebo_world_enu,building_106,1283,outer,0,1,2,8,CCW,-247.43875,-33.003,-0.05,0,33.8235294118,33.8235294118
1,city_uav,gazebo_world_enu,building_106,1283,outer,0,2,3,8,CCW,-246.2525,8.41975,-0.05,0,33.8235294118,33.8235294118
1,city_uav,gazebo_world_enu,building_106,1283,outer,0,3,4,8,CCW,-251.60125,8.4195,-0.05,0,33.8235294118,33.8235294118
1,city_uav,gazebo_world_enu,building_106,1283,outer,0,4,5,8,CCW,-251.60125,9.603,-0.05,0,33.8235294118,33.8235294118
1,city_uav,gazebo_world_enu,building_106,1283,outer,0,5,6,8,CCW,-259.92125,9.6025,-0.05,0,33.8235294118,33.8235294118
1,city_uav,gazebo_world_enu,building_106,1283,outer,0,6,7,8,CCW,-259.3275,18.47875,-0.05,0,33.8235294118,33.8235294118
1,city_uav,gazebo_world_enu,building_106,1283,outer,0,7,0,8,CCW,-285.47575,19.069,-0.05,0,33.8235294118,33.8235294118
1,city_uav,gazebo_world_enu,building_108,1286,outer,0,0,1,8,CCW,-588.552,-162.61325,-0.05,0,28.9705882353,28.9705882353
1,city_uav,gazebo_world_enu,building_108,1286,outer,0,1,2,8,CCW,-566.5635,-163.20425,-0.05,0,28.9705882353,28.9705882353
1,city_uav,gazebo_world_enu,building_108,1286,outer,0,2,3,8,CCW,-566.56425,-144.268,-0.05,0,28.9705882353,28.9705882353
1,city_uav,gazebo_world_enu,building_108,1286,outer,0,3,4,8,CCW,-562.9985,-144.268,-0.05,0,28.9705882353,28.9705882353
1,city_uav,gazebo_world_enu,building_108,1286,outer,0,4,5,8,CCW,-562.999,-135.39175,-0.05,0,28.9705882353,28.9705882353
1,city_uav,gazebo_world_enu,building_108,1286,outer,0,5,6,8,CCW,-546.95325,-134.79925,-0.05,0,28.9705882353,28.9705882353
1,city_uav,gazebo_world_enu,building_108,1286,outer,0,6,7,8,CCW,-547.54825,-117.04675,-0.05,0,28.9705882353,28.9705882353
1,city_uav,gazebo_world_enu,building_108,1286,outer,0,7,0,8,CCW,-587.95975,-117.64025,-0.05,0,28.9705882353,28.9705882353
1,city_uav,gazebo_world_enu,building_109,1287,outer,0,0,1,8,CCW,-208.207,-188.03975,-0.05,0,21.3235294118,21.3235294118
1,city_uav,gazebo_world_enu,building_109,1287,outer,0,1,2,8,CCW,-208.20425,-233.60475,-0.05,0,21.3235294118,21.3235294118
1,city_uav,gazebo_world_enu,building_109,1287,outer,0,2,3,8,CCW,-185.027,-233.60325,-0.05,0,21.3235294118,21.3235294118
1,city_uav,gazebo_world_enu,building_109,1287,outer,0,3,4,8,CCW,-185.02825,-214.66725,-0.05,0,21.3235294118,21.3235294118
1,city_uav,gazebo_world_enu,building_109,1287,outer,0,4,5,8,CCW,-182.651,-214.667,-0.05,0,21.3235294118,21.3235294118
1,city_uav,gazebo_world_enu,building_109,1287,outer,0,5,6,8,CCW,-182.6515,-206.3825,-0.05,0,21.3235294118,21.3235294118
1,city_uav,gazebo_world_enu,building_109,1287,outer,0,6,7,8,CCW,-167.2,-206.38175,-0.05,0,21.3235294118,21.3235294118
1,city_uav,gazebo_world_enu,building_109,1287,outer,0,7,0,8,CCW,-167.20125,-188.03725,-0.05,0,21.3235294118,21.3235294118
1,city_uav,gazebo_world_enu,building_110,1288,outer,0,0,1,8,CCW,-208.21025,-134.19025,-0.05,0,24.5588235294,24.5588235294
1,city_uav,gazebo_world_enu,building_110,1288,outer,0,1,2,8,CCW,-183.8445,-134.78075,-0.05,0,24.5588235294,24.5588235294
1,city_uav,gazebo_world_enu,building_110,1288,outer,0,2,3,8,CCW,-183.84575,-114.06925,-0.05,0,24.5588235294,24.5588235294
1,city_uav,gazebo_world_enu,building_110,1288,outer,0,3,4,8,CCW,-181.4685,-114.06925,-0.05,0,24.5588235294,24.5588235294
1,city_uav,gazebo_world_enu,building_110,1288,outer,0,4,5,8,CCW,-181.469,-106.96825,-0.05,0,24.5588235294,24.5588235294
1,city_uav,gazebo_world_enu,building_110,1288,outer,0,5,6,8,CCW,-168.39475,-107.55925,-0.05,0,24.5588235294,24.5588235294
1,city_uav,gazebo_world_enu,building_110,1288,outer,0,6,7,8,CCW,-167.8015,-87.4395,-0.05,0,24.5588235294,24.5588235294
1,city_uav,gazebo_world_enu,building_110,1288,outer,0,7,0,8,CCW,-207.0245,-86.85025,-0.05,0,24.5588235294,24.5588235294
1,city_uav,gazebo_world_enu,building_111,1289,outer,0,0,1,8,CCW,-90.5565,98.3755,-0.05,0,38.6764705882,38.6764705882
1,city_uav,gazebo_world_enu,building_111,1289,outer,0,1,2,8,CCW,-75.105,96.0095,-0.05,0,38.6764705882,38.6764705882
1,city_uav,gazebo_world_enu,building_111,1289,outer,0,2,3,8,CCW,-76.29325,88.90825,-0.05,0,38.6764705882,38.6764705882
1,city_uav,gazebo_world_enu,building_111,1289,outer,0,3,4,8,CCW,-73.32175,88.31675,-0.05,0,38.6764705882,38.6764705882
1,city_uav,gazebo_world_enu,building_111,1289,outer,0,4,5,8,CCW,-76.88625,68.78875,-0.05,0,38.6764705882,38.6764705882
1,city_uav,gazebo_world_enu,building_111,1289,outer,0,5,6,8,CCW,-54.30325,64.648,-0.05,0,38.6764705882,38.6764705882
1,city_uav,gazebo_world_enu,building_111,1289,outer,0,6,7,8,CCW,-47.17475,109.6215,-0.05,0,38.6764705882,38.6764705882
1,city_uav,gazebo_world_enu,building_111,1289,outer,0,7,0,8,CCW,-87.58625,116.12825,-0.05,0,38.6764705882,38.6764705882
1,city_uav,gazebo_world_enu,building_113,1291,outer,0,0,1,8,CCW,295.1285,126.21625,-0.05,0,24.7058823529,24.7058823529
1,city_uav,gazebo_world_enu,building_113,1291,outer,0,1,2,8,CCW,295.13,109.05525,-0.05,0,24.7058823529,24.7058823529
1,city_uav,gazebo_world_enu,building_113,1291,outer,0,2,3,8,CCW,315.3355,109.057,-0.05,0,24.7058823529,24.7058823529
1,city_uav,gazebo_world_enu,building_113,1291,outer,0,3,4,8,CCW,315.337,91.3045,-0.05,0,24.7058823529,24.7058823529
1,city_uav,gazebo_world_enu,building_113,1291,outer,0,4,5,8,CCW,312.95975,91.30425,-0.05,0,24.7058823529,24.7058823529
1,city_uav,gazebo_world_enu,building_113,1291,outer,0,5,6,8,CCW,312.9605,82.428,-0.05,0,24.7058823529,24.7058823529
1,city_uav,gazebo_world_enu,building_113,1291,outer,0,6,7,8,CCW,335.54325,82.43,-0.05,0,24.7058823529,24.7058823529
1,city_uav,gazebo_world_enu,building_113,1291,outer,0,7,0,8,CCW,335.5395,126.2195,-0.05,0,24.7058823529,24.7058823529
1,city_uav,gazebo_world_enu,building_114,1292,outer,0,0,1,9,CCW,485.27725,349.32325,-0.05,0,35.4411764706,35.4411764706
1,city_uav,gazebo_world_enu,building_114,1292,outer,0,1,2,9,CCW,489.43725,347.5485,-0.05,0,35.4411764706,35.4411764706
1,city_uav,gazebo_world_enu,building_114,1292,outer,0,2,3,9,CCW,494.1915,346.95725,-0.05,0,35.4411764706,35.4411764706
1,city_uav,gazebo_world_enu,building_114,1292,outer,0,3,4,9,CCW,497.163,346.36575,-0.05,0,35.4411764706,35.4411764706
1,city_uav,gazebo_world_enu,building_114,1292,outer,0,4,5,9,CCW,499.54,346.36575,-0.05,0,35.4411764706,35.4411764706
1,city_uav,gazebo_world_enu,building_114,1292,outer,0,5,6,9,CCW,501.91725,345.77425,-0.05,0,35.4411764706,35.4411764706
1,city_uav,gazebo_world_enu,building_114,1292,outer,0,6,7,9,CCW,507.26525,348.14175,-0.05,0,35.4411764706,35.4411764706
1,city_uav,gazebo_world_enu,building_114,1292,outer,0,7,8,9,CCW,510.828,381.28025,-0.05,0,35.4411764706,35.4411764706
1,city_uav,gazebo_world_enu,building_114,1292,outer,0,8,0,9,CCW,488.83975,383.64525,-0.05,0,35.4411764706,35.4411764706
1,city_uav,gazebo_world_enu,building_116,1296,outer,0,0,1,8,CCW,262.4975,-543.64975,-0.05,0,27.3529411765,27.3529411765
1,city_uav,gazebo_world_enu,building_116,1296,outer,0,1,2,8,CCW,262.50075,-581.522,-0.05,0,27.3529411765,27.3529411765
1,city_uav,gazebo_world_enu,building_116,1296,outer,0,2,3,8,CCW,269.63225,-581.52125,-0.05,0,27.3529411765,27.3529411765
1,city_uav,gazebo_world_enu,building_116,1296,outer,0,3,4,8,CCW,269.633,-590.98925,-0.05,0,27.3529411765,27.3529411765
1,city_uav,gazebo_world_enu,building_116,1296,outer,0,4,5,8,CCW,283.302,-590.98825,-0.05,0,27.3529411765,27.3529411765
1,city_uav,gazebo_world_enu,building_116,1296,outer,0,5,6,8,CCW,283.30125,-582.112,-0.05,0,27.3529411765,27.3529411765
1,city_uav,gazebo_world_enu,building_116,1296,outer,0,6,7,8,CCW,308.26175,-582.10975,-0.05,0,27.3529411765,27.3529411765
1,city_uav,gazebo_world_enu,building_116,1296,outer,0,7,0,8,CCW,308.85275,-544.23775,-0.05,0,27.3529411765,27.3529411765
1,city_uav,gazebo_world_enu,building_117,1298,outer,0,0,1,8,CCW,-267.65575,169.96675,-0.05,0,22.0588235294,22.0588235294
1,city_uav,gazebo_world_enu,building_117,1298,outer,0,1,2,8,CCW,-252.2045,166.41725,-0.05,0,22.0588235294,22.0588235294
1,city_uav,gazebo_world_enu,building_117,1298,outer,0,2,3,8,CCW,-253.3925,159.90775,-0.05,0,22.0588235294,22.0588235294
1,city_uav,gazebo_world_enu,building_117,1298,outer,0,3,4,8,CCW,-250.42125,159.31625,-0.05,0,22.0588235294,22.0588235294
1,city_uav,gazebo_world_enu,building_117,1298,outer,0,4,5,8,CCW,-254.58,140.97175,-0.05,0,22.0588235294,22.0588235294
1,city_uav,gazebo_world_enu,building_117,1298,outer,0,5,6,8,CCW,-232.5915,135.64725,-0.05,0,22.0588235294,22.0588235294
1,city_uav,gazebo_world_enu,building_117,1298,outer,0,6,7,8,CCW,-223.0855,178.25375,-0.05,0,22.0588235294,22.0588235294
1,city_uav,gazebo_world_enu,building_117,1298,outer,0,7,0,8,CCW,-263.49675,187.12775,-0.05,0,22.0588235294,22.0588235294
1,city_uav,gazebo_world_enu,building_118,1299,outer,0,0,1,8,CCW,188.7815,-244.821,-0.05,0,40.4411764706,40.4411764706
1,city_uav,gazebo_world_enu,building_118,1299,outer,0,1,2,8,CCW,188.78325,-266.71575,-0.05,0,40.4411764706,40.4411764706
1,city_uav,gazebo_world_enu,building_118,1299,outer,0,2,3,8,CCW,201.26325,-266.71475,-0.05,0,40.4411764706,40.4411764706
1,city_uav,gazebo_world_enu,building_118,1299,outer,0,3,4,8,CCW,201.2635,-269.6735,-0.05,0,40.4411764706,40.4411764706
1,city_uav,gazebo_world_enu,building_118,1299,outer,0,4,5,8,CCW,214.93225,-269.6725,-0.05,0,40.4411764706,40.4411764706
1,city_uav,gazebo_world_enu,building_118,1299,outer,0,5,6,8,CCW,214.9335,-285.64975,-0.05,0,40.4411764706,40.4411764706
1,city_uav,gazebo_world_enu,building_118,1299,outer,0,6,7,8,CCW,233.95075,-285.64825,-0.05,0,40.4411764706,40.4411764706
1,city_uav,gazebo_world_enu,building_118,1299,outer,0,7,0,8,CCW,233.9475,-244.81725,-0.05,0,40.4411764706,40.4411764706
1,city_uav,gazebo_world_enu,building_119,1301,outer,0,0,1,8,CCW,115.11175,-544.84475,-0.05,0,35.5882352941,35.5882352941
1,city_uav,gazebo_world_enu,building_119,1301,outer,0,1,2,8,CCW,115.115,-586.26725,-0.05,0,35.5882352941,35.5882352941
1,city_uav,gazebo_world_enu,building_119,1301,outer,0,2,3,8,CCW,159.6875,-586.85575,-0.05,0,35.5882352941,35.5882352941
1,city_uav,gazebo_world_enu,building_119,1301,outer,0,3,4,8,CCW,160.2785,-544.84125,-0.05,0,35.5882352941,35.5882352941
1,city_uav,gazebo_world_enu,building_119,1301,outer,0,4,5,8,CCW,141.261,-544.84275,-0.05,0,35.5882352941,35.5882352941
1,city_uav,gazebo_world_enu,building_119,1301,outer,0,5,6,8,CCW,140.66775,-560.22825,-0.05,0,35.5882352941,35.5882352941
1,city_uav,gazebo_world_enu,building_119,1301,outer,0,6,7,8,CCW,133.53625,-560.229,-0.05,0,35.5882352941,35.5882352941
1,city_uav,gazebo_world_enu,building_119,1301,outer,0,7,0,8,CCW,133.535,-544.84325,-0.05,0,35.5882352941,35.5882352941
1,city_uav,gazebo_world_enu,building_120,1310,outer,0,0,1,8,CCW,122.7765,277.69125,-0.05,0,26.6176470588,26.6176470588
1,city_uav,gazebo_world_enu,building_120,1310,outer,0,1,2,8,CCW,163.782,268.22625,-0.05,0,26.6176470588,26.6176470588
1,city_uav,gazebo_world_enu,building_120,1310,outer,0,2,3,8,CCW,173.8815,309.64975,-0.05,0,26.6176470588,26.6176470588
1,city_uav,gazebo_world_enu,building_120,1310,outer,0,3,4,8,CCW,132.876,319.70625,-0.05,0,26.6176470588,26.6176470588
1,city_uav,gazebo_world_enu,building_120,1310,outer,0,4,5,8,CCW,128.7175,301.36175,-0.05,0,26.6176470588,26.6176470588
1,city_uav,gazebo_world_enu,building_120,1310,outer,0,5,6,8,CCW,144.16875,297.81225,-0.05,0,26.6176470588,26.6176470588
1,city_uav,gazebo_world_enu,building_120,1310,outer,0,6,7,8,CCW,141.7925,288.344,-0.05,0,26.6176470588,26.6176470588
1,city_uav,gazebo_world_enu,building_120,1310,outer,0,7,0,8,CCW,126.341,291.8935,-0.05,0,26.6176470588,26.6176470588
1,city_uav,gazebo_world_enu,building_121,1311,outer,0,0,1,8,CCW,9.26975,280.64175,-0.05,0,37.3529411765,37.3529411765
1,city_uav,gazebo_world_enu,building_121,1311,outer,0,1,2,8,CCW,24.72125,277.09225,-0.05,0,37.3529411765,37.3529411765
1,city_uav,gazebo_world_enu,building_121,1311,outer,0,2,3,8,CCW,27.6915,291.88625,-0.05,0,37.3529411765,37.3529411765
1,city_uav,gazebo_world_enu,building_121,1311,outer,0,3,4,8,CCW,32.44575,290.70325,-0.05,0,37.3529411765,37.3529411765
1,city_uav,gazebo_world_enu,building_121,1311,outer,0,4,5,8,CCW,32.44575,293.07025,-0.05,0,37.3529411765,37.3529411765
1,city_uav,gazebo_world_enu,building_121,1311,outer,0,5,6,8,CCW,54.434,288.9295,-0.05,0,37.3529411765,37.3529411765
1,city_uav,gazebo_world_enu,building_121,1311,outer,0,6,7,8,CCW,59.1865,312.00825,-0.05,0,37.3529411765,37.3529411765
1,city_uav,gazebo_world_enu,building_121,1311,outer,0,7,0,8,CCW,16.99275,320.28975,-0.05,0,37.3529411765,37.3529411765
1,city_uav,gazebo_world_enu,building_124,1317,outer,0,0,1,8,CCW,87.76775,-457.85925,-0.05,0,22.3529411765,22.3529411765
1,city_uav,gazebo_world_enu,building_124,1317,outer,0,1,2,8,CCW,108.56825,-458.4495,-0.05,0,22.3529411765,22.3529411765
1,city_uav,gazebo_world_enu,building_124,1317,outer,0,2,3,8,CCW,108.5685,-461.40825,-0.05,0,22.3529411765,22.3529411765
1,city_uav,gazebo_world_enu,building_124,1317,outer,0,3,4,8,CCW,115.10575,-461.40775,-0.05,0,22.3529411765,22.3529411765
1,city_uav,gazebo_world_enu,building_124,1317,outer,0,4,5,8,CCW,115.10675,-476.79325,-0.05,0,22.3529411765,22.3529411765
1,city_uav,gazebo_world_enu,building_124,1317,outer,0,5,6,8,CCW,132.93575,-477.38375,-0.05,0,22.3529411765,22.3529411765
1,city_uav,gazebo_world_enu,building_124,1317,outer,0,6,7,8,CCW,133.527,-437.1445,-0.05,0,22.3529411765,22.3529411765
1,city_uav,gazebo_world_enu,building_124,1317,outer,0,7,0,8,CCW,88.3605,-435.96425,-0.05,0,22.3529411765,22.3529411765
1,city_uav,gazebo_world_enu,building_125,1318,outer,0,0,1,8,CCW,87.739,-60.79375,-0.05,0,30,30
1,city_uav,gazebo_world_enu,building_125,1318,outer,0,1,2,8,CCW,103.19025,-60.7925,-0.05,0,30,30
1,city_uav,gazebo_world_enu,building_125,1318,outer,0,2,3,8,CCW,103.19075,-67.8935,-0.05,0,30,30
1,city_uav,gazebo_world_enu,building_125,1318,outer,0,3,4,8,CCW,87.7395,-67.89475,-0.05,0,30,30
1,city_uav,gazebo_world_enu,building_125,1318,outer,0,4,5,8,CCW,87.74075,-86.239,-0.05,0,30,30
1,city_uav,gazebo_world_enu,building_125,1318,outer,0,5,6,8,CCW,128.152,-86.236,-0.05,0,30,30
1,city_uav,gazebo_world_enu,building_125,1318,outer,0,6,7,8,CCW,128.149,-44.2215,-0.05,0,30,30
1,city_uav,gazebo_world_enu,building_125,1318,outer,0,7,0,8,CCW,88.332,-43.63275,-0.05,0,30,30
1,city_uav,gazebo_world_enu,building_126,1319,outer,0,0,1,8,CCW,239.87575,-62.55725,-0.05,0,37.2058823529,37.2058823529
1,city_uav,gazebo_world_enu,building_126,1319,outer,0,1,2,8,CCW,239.8775,-84.452,-0.05,0,37.2058823529,37.2058823529
1,city_uav,gazebo_world_enu,building_126,1319,outer,0,2,3,8,CCW,259.48875,-84.4505,-0.05,0,37.2058823529,37.2058823529
1,city_uav,gazebo_world_enu,building_126,1319,outer,0,3,4,8,CCW,259.489,-87.40925,-0.05,0,37.2058823529,37.2058823529
1,city_uav,gazebo_world_enu,building_126,1319,outer,0,4,5,8,CCW,266.6205,-87.40875,-0.05,0,37.2058823529,37.2058823529
1,city_uav,gazebo_world_enu,building_126,1319,outer,0,5,6,8,CCW,266.6215,-99.8355,-0.05,0,37.2058823529,37.2058823529
1,city_uav,gazebo_world_enu,building_126,1319,outer,0,6,7,8,CCW,283.85575,-100.42575,-0.05,0,37.2058823529,37.2058823529
1,city_uav,gazebo_world_enu,building_126,1319,outer,0,7,0,8,CCW,284.447,-62.55375,-0.05,0,37.2058823529,37.2058823529
1,city_uav,gazebo_world_enu,building_127,1322,outer,0,0,1,8,CCW,-100.63975,-208.7445,-0.05,0,40.7352941176,40.7352941176
1,city_uav,gazebo_world_enu,building_127,1322,outer,0,1,2,8,CCW,-83.9995,-208.7435,-0.05,0,40.7352941176,40.7352941176
1,city_uav,gazebo_world_enu,building_127,1322,outer,0,2,3,8,CCW,-83.999,-216.43625,-0.05,0,40.7352941176,40.7352941176
1,city_uav,gazebo_world_enu,building_127,1322,outer,0,3,4,8,CCW,-81.02775,-216.436,-0.05,0,40.7352941176,40.7352941176
1,city_uav,gazebo_world_enu,building_127,1322,outer,0,4,5,8,CCW,-81.62075,-234.7805,-0.05,0,40.7352941176,40.7352941176
1,city_uav,gazebo_world_enu,building_127,1322,outer,0,5,6,8,CCW,-59.03775,-235.37075,-0.05,0,40.7352941176,40.7352941176
1,city_uav,gazebo_world_enu,building_127,1322,outer,0,6,7,8,CCW,-58.44625,-190.98925,-0.05,0,40.7352941176,40.7352941176
1,city_uav,gazebo_world_enu,building_127,1322,outer,0,7,0,8,CCW,-100.0465,-190.40025,-0.05,0,40.7352941176,40.7352941176
1,city_uav,gazebo_world_enu,building_128,1326,outer,0,0,1,8,CCW,-479.78975,-331.84975,-0.05,0,26.1764705882,26.1764705882
1,city_uav,gazebo_world_enu,building_128,1326,outer,0,1,2,8,CCW,-479.19475,-349.0105,-0.05,0,26.1764705882,26.1764705882
1,city_uav,gazebo_world_enu,building_128,1326,outer,0,2,3,8,CCW,-463.74325,-349.00975,-0.05,0,26.1764705882,26.1764705882
1,city_uav,gazebo_world_enu,building_128,1326,outer,0,3,4,8,CCW,-463.74275,-359.0695,-0.05,0,26.1764705882,26.1764705882
1,city_uav,gazebo_world_enu,building_128,1326,outer,0,4,5,8,CCW,-479.19425,-359.07025,-0.05,0,26.1764705882,26.1764705882
1,city_uav,gazebo_world_enu,building_128,1326,outer,0,5,6,8,CCW,-479.1935,-376.82275,-0.05,0,26.1764705882,26.1764705882
1,city_uav,gazebo_world_enu,building_128,1326,outer,0,6,7,8,CCW,-436.4045,-376.229,-0.05,0,26.1764705882,26.1764705882
1,city_uav,gazebo_world_enu,building_128,1326,outer,0,7,0,8,CCW,-437.001,-331.256,-0.05,0,26.1764705882,26.1764705882
1,city_uav,gazebo_world_enu,building_129,1328,outer,0,0,1,8,CCW,-283.66675,-456.10775,-0.05,0,25.5882352941,25.5882352941
1,city_uav,gazebo_world_enu,building_129,1328,outer,0,1,2,8,CCW,-283.66575,-475.04375,-0.05,0,25.5882352941,25.5882352941
1,city_uav,gazebo_world_enu,building_129,1328,outer,0,2,3,8,CCW,-269.40275,-474.45125,-0.05,0,25.5882352941,25.5882352941
1,city_uav,gazebo_world_enu,building_129,1328,outer,0,3,4,8,CCW,-269.40225,-482.144,-0.05,0,25.5882352941,25.5882352941
1,city_uav,gazebo_world_enu,building_129,1328,outer,0,4,5,8,CCW,-283.66525,-482.7365,-0.05,0,25.5882352941,25.5882352941
1,city_uav,gazebo_world_enu,building_129,1328,outer,0,5,6,8,CCW,-283.6645,-499.3055,-0.05,0,25.5882352941,25.5882352941
1,city_uav,gazebo_world_enu,building_129,1328,outer,0,6,7,8,CCW,-243.25225,-499.30325,-0.05,0,25.5882352941,25.5882352941
1,city_uav,gazebo_world_enu,building_129,1328,outer,0,7,0,8,CCW,-243.25475,-456.1055,-0.05,0,25.5882352941,25.5882352941
1,city_uav,gazebo_world_enu,building_130,1331,outer,0,0,1,9,CCW,516.7955,113.809,-0.05,0,23.3823529412,23.3823529412
1,city_uav,gazebo_world_enu,building_130,1331,outer,0,1,2,9,CCW,525.71025,109.6675,-0.05,0,23.3823529412,23.3823529412
1,city_uav,gazebo_world_enu,building_130,1331,outer,0,2,3,9,CCW,517.39175,93.0975,-0.05,0,23.3823529412,23.3823529412
1,city_uav,gazebo_world_enu,building_130,1331,outer,0,3,4,9,CCW,533.438,85.40625,-0.05,0,23.3823529412,23.3823529412
1,city_uav,gazebo_world_enu,building_130,1331,outer,0,4,5,9,CCW,539.97375,99.609,-0.05,0,23.3823529412,23.3823529412
1,city_uav,gazebo_world_enu,building_130,1331,outer,0,5,6,9,CCW,562.5575,88.9595,-0.05,0,23.3823529412,23.3823529412
1,city_uav,gazebo_world_enu,building_130,1331,outer,0,6,7,9,CCW,577.4115,119.73225,-0.05,0,23.3823529412,23.3823529412
1,city_uav,gazebo_world_enu,building_130,1331,outer,0,7,8,9,CCW,539.376,137.481,-0.05,0,23.3823529412,23.3823529412
1,city_uav,gazebo_world_enu,building_130,1331,outer,0,8,0,9,CCW,525.708,132.154,-0.05,0,23.3823529412,23.3823529412
1,city_uav,gazebo_world_enu,building_131,1332,outer,0,0,1,9,CCW,-611.16425,577.66775,-0.05,0,46.7647058824,46.7647058824
1,city_uav,gazebo_world_enu,building_131,1332,outer,0,1,2,9,CCW,-603.43875,575.301,-0.05,0,46.7647058824,46.7647058824
1,city_uav,gazebo_world_enu,building_131,1332,outer,0,2,3,9,CCW,-598.68425,571.159,-0.05,0,46.7647058824,46.7647058824
1,city_uav,gazebo_world_enu,building_131,1332,outer,0,3,4,9,CCW,-571.942,561.692,-0.05,0,46.7647058824,46.7647058824
1,city_uav,gazebo_world_enu,building_131,1332,outer,0,4,5,9,CCW,-564.2175,582.4035,-0.05,0,46.7647058824,46.7647058824
1,city_uav,gazebo_world_enu,building_131,1332,outer,0,5,6,9,CCW,-578.48,587.72875,-0.05,0,46.7647058824,46.7647058824
1,city_uav,gazebo_world_enu,building_131,1332,outer,0,6,7,9,CCW,-570.7555,610.8075,-0.05,0,46.7647058824,46.7647058824
1,city_uav,gazebo_world_enu,building_131,1332,outer,0,7,8,9,CCW,-582.04675,617.31625,-0.05,0,46.7647058824,46.7647058824
1,city_uav,gazebo_world_enu,building_131,1332,outer,0,8,0,9,CCW,-596.30925,619.68275,-0.05,0,46.7647058824,46.7647058824
1,city_uav,gazebo_world_enu,building_132,1336,outer,0,0,1,8,CCW,88.933,-137.72125,-0.05,0,25.1470588235,25.1470588235
1,city_uav,gazebo_world_enu,building_132,1336,outer,0,1,2,8,CCW,88.9345,-156.06575,-0.05,0,25.1470588235,25.1470588235
1,city_uav,gazebo_world_enu,building_132,1336,outer,0,2,3,8,CCW,103.7915,-156.0645,-0.05,0,25.1470588235,25.1470588235
1,city_uav,gazebo_world_enu,building_132,1336,outer,0,3,4,8,CCW,103.792,-160.7985,-0.05,0,25.1470588235,25.1470588235
