scale,feasible,overlap_count,minimum_neighbor_gap_m,spawn_clearance_m,goal_clearance_m,trailer_spawn_clearance_m,endpoint_clearance_m,trailer_route_clearance_m,reasons
2.5,true,0,0.9719424079,28.2247894584,17.6083549097,31.6158610205,38.0431910547,0,
