t_s,drone_x,drone_y,drone_z,drone_speed_mps,drone_accel_mps2,drone_yaw_rad,drone_yawrate_rads,trailer_x,trailer_y,trailer_speed_mps,dist_xy_m,replan_count,phase,captured,track_err_m,track_err_dense_m
0.0,586.981,579.976,14.8,0.3,3.0,-2.23915,1.2,-600.0,-600.0,6.0,1673.7291,1,pursuit,0,2.6872,2.1515
0.1,586.95,579.925,14.6,0.6,3.0,-2.11915,1.2,-599.4,-600.0,6.0,1673.2738,1,pursuit,0,2.7123,2.1406
0.2,586.913,579.843,14.4,0.9,3.0,-1.99915,1.2,-598.8,-600.0,6.0,1672.7902,1,pursuit,0,2.742,2.1167
0.3,586.876,579.729,14.2,1.2,3.0,-1.87915,1.2,-598.2,-600.0,6.0,1672.2807,1,pursuit,0,2.6586,2.0568
0.4,586.848,579.582,14.0,1.5,3.0,-1.76305,1.161,-597.6,-600.0,6.0,1671.749,1,pursuit,0,2.5159,1.9722
0.5,586.83,579.403,13.8,1.8,3.0,-1.66859,0.9446,-597.0,-600.0,6.0,1671.1997,1,pursuit,0,2.341,1.8669
0.6,586.823,579.193,13.6,2.1,3.0,-1.60405,0.6454,-596.4,-600.0,6.0,1670.6358,1,pursuit,0,2.1348,1.7252
0.7,586.823,578.953,13.4,2.4,3.0,-1.57075,0.333,-595.8,-600.0,6.0,1670.0578,1,pursuit,0,1.8985,1.5521
0.8,586.824,578.683,13.2,2.7,3.0,-1.56623,0.0452,-595.2,-600.0,6.0,1669.4635,1,pursuit,0,1.6337,1.3804
0.9,586.82,578.383,13.0,3.0,3.0,-1.58577,-0.1953,-594.6,-600.0,6.0,1668.8489,1,pursuit,0,1.3435,1.1603
1.0,586.803,578.053,12.8,3.3,3.0,-1.62312,-0.3735,-594.0,-600.0,6.0,1668.2091,1,pursuit,0,1.0356,0.9553
1.1,586.766,577.695,12.6,3.6,3.0,-1.67155,-0.4844,-593.4,-600.0,6.0,1667.5394,1,pursuit,0,0.7329,0.7278
1.2,586.707,577.31,12.4,3.9,3.0,-1.72465,-0.5309,-592.8,-600.0,6.0,1666.8361,1,pursuit,0,0.5194,0.5288
1.3,586.593,576.905,12.208,4.2,3.0,-1.84465,-1.2,-592.2,-600.0,6.0,1666.0969,1,pursuit,0,0.6108,0.2989
1.4,586.42,576.49,12.031,4.5,3.0,-1.96465,-1.2,-591.6,-600.0,6.0,1665.3063,1,pursuit,0,0.9634,0.3472
1.5,586.186,576.071,11.869,4.8,3.0,-2.08059,-1.1594,-591.0,-600.0,6.0,1664.466,1,pursuit,0,1.4189,0.1406
1.6,585.898,575.65,11.719,5.1,3.0,-2.17116,-0.9057,-590.4,-600.0,6.0,1663.5797,1,pursuit,0,1.9234,0.1148
1.7,585.563,575.226,11.582,5.4,3.0,-2.23948,-0.6832,-589.8,-600.0,6.0,1662.6541,1,pursuit,0,2.4627,0.3349
1.8,585.188,574.797,11.455,5.7,3.0,-2.28955,-0.5006,-589.2,-600.0,6.0,1661.6936,1,pursuit,0,3.0327,0.3121
1.9,584.777,574.36,11.339,6.0,3.0,-2.32483,-0.3528,-588.6,-600.0,6.0,1660.7007,1,pursuit,0,3.6323,0.1876
2.0,584.335,573.911,11.232,6.3,3.0,-2.348,-0.2317,-588.0,-600.0,6.0,1659.677,1,pursuit,0,3.7553,0.2194
2.1,583.866,573.447,11.133,6.6,3.0,-2.36196,-0.1396,-587.4,-600.0,6.0,1658.623,1,pursuit,0,3.0955,0.3704
2.2,583.372,572.965,11.043,6.9,3.0,-2.3691,-0.0714,-586.8,-600.0,6.0,1657.5392,1,pursuit,0,2.4057,0.3804
2.3,582.855,572.464,10.959,7.2,3.0,-2.37162,-0.0253,-586.2,-600.0,6.0,1656.4256,1,pursuit,0,1.6861,0.225
2.4,582.317,571.941,10.882,7.5,3.0,-2.37069,0.0094,-585.6,-600.0,6.0,1655.2821,1,pursuit,0,0.9371,0.1027
2.5,581.759,571.396,10.812,7.8,3.0,-2.36756,0.0313,-585.0,-600.0,6.0,1654.1087,1,pursuit,0,0.169,0.1158
2.6,581.182,570.827,10.747,8.1,3.0,-2.36315,0.044,-584.4,-600.0,6.0,1652.9054,1,pursuit,0,0.6593,0.2106
2.7,580.587,570.235,10.687,8.4,3.0,-2.35857,0.0458,-583.8,-600.0,6.0,1651.6722,1,pursuit,0,1.4974,0.2941
2.8,579.973,569.619,10.632,8.7,3.0,-2.35463,0.0394,-583.2,-600.0,6.0,1650.4091,1,pursuit,0,2.367,0.351
2.9,579.34,568.979,10.582,8.9957,2.9565,-2.35103,0.036,-582.6,-600.0,6.0,1649.1161,1,pursuit,0,3.2664,0.3753
3.0,578.693,568.322,10.535,9.2214,2.257,-2.34806,0.0297,-582.0,-600.0,6.0,1647.7936,1,pursuit,0,4.1885,0.369
3.1,578.034,567.649,10.492,9.4216,2.0027,-2.34606,0.02,-581.4,-600.0,6.0,1646.4486,1,pursuit,0,3.802,0.33
3.2,577.367,566.965,10.453,9.5532,1.3161,-2.34376,0.0231,-580.8,-600.0,6.0,1645.0838,1,pursuit,0,2.8467,0.2605
3.3,576.692,566.272,10.417,9.6711,1.1791,-2.34252,0.0124,-580.2,-600.0,6.0,1643.7059,1,pursuit,0,1.8796,0.1576
3.4,576.012,565.571,10.383,9.7678,0.967,-2.34132,0.012,-579.6,-600.0,6.0,1642.3163,1,pursuit,0,0.9028,0.0192
3.5,575.327,564.864,10.353,9.8455,0.7766,-2.34054,0.0078,-579.0,-600.0,6.0,1640.9172,1,pursuit,0,0.0818,0.1537
3.6,574.638,564.153,10.324,9.9042,0.5871,-2.33997,0.0057,-578.4,-600.0,6.0,1639.5104,1,pursuit,0,1.0722,0.3583
3.7,573.946,563.438,10.298,9.9452,0.4102,-2.33976,0.0021,-577.8,-600.0,6.0,1638.0979,1,pursuit,0,2.0667,0.145
3.8,573.253,562.721,10.275,9.9723,0.2706,-2.33967,0.0008,-577.2,-600.0,6.0,1636.6814,1,pursuit,0,3.064,0.1383
3.9,572.558,562.004,10.253,9.9894,0.1714,-2.33993,-0.0026,-576.6,-600.0,6.0,1635.2623,1,pursuit,0,2.7782,0.2249
4.0,571.863,561.285,10.232,9.9933,0.039,-2.33991,0.0002,-576.0,-600.0,6.0,1633.8415,1,pursuit,0,1.7789,0.1244
4.1,571.168,560.567,10.214,9.9965,0.0313,-2.34006,-0.0015,-575.4,-600.0,6.0,1632.4205,1,pursuit,0,0.7792,0.1187
4.2,570.472,559.849,10.197,9.9975,0.0106,-2.34026,-0.002,-574.8,-600.0,6.0,1630.9993,1,pursuit,0,0.2206,0.2865
4.3,569.777,559.131,10.181,9.9975,-0.0002,-2.34047,-0.0021,-574.2,-600.0,6.0,1629.5781,1,pursuit,0,1.2203,0.1465
4.4,569.081,558.413,10.167,9.9971,-0.0042,-2.34063,-0.0016,-573.6,-600.0,6.0,1628.157,1,pursuit,0,2.22,0.066
4.5,568.385,557.696,10.153,9.9968,-0.0033,-2.34068,-0.0005,-573.0,-600.0,6.0,1626.736,1,pursuit,0,1.9523,0.0377
4.6,567.689,556.978,10.141,9.9967,-0.0008,-2.34074,-0.0006,-572.4,-600.0,6.0,1625.3152,1,pursuit,0,0.9526,0.0543
4.7,566.993,556.26,10.13,9.9968,0.0016,-2.3407,0.0004,-571.8,-600.0,6.0,1623.8945,1,pursuit,0,0.0471,0.1097
4.8,566.297,555.542,10.119,9.9973,0.0045,-2.34059,0.0011,-571.2,-600.0,6.0,1622.4738,1,pursuit,0,1.0468,0.199
4.9,565.602,554.824,10.11,9.998,0.0075,-2.34054,0.0005,-570.6,-600.0,6.0,1621.0533,1,pursuit,0,2.0466,0.1132
5.0,564.906,554.106,10.101,9.9991,0.0108,-2.34041,0.0013,-570.0,-600.0,6.0,1619.6328,1,pursuit,0,1.2593,0.0412
5.1,564.21,553.388,10.093,10.0006,0.0146,-2.34039,0.0002,-569.4,-600.0,6.0,1618.2122,1,pursuit,0,0.2593,0.195
5.2,563.514,552.669,10.085,10.0019,0.0134,-2.34007,0.0032,-568.8,-600.0,6.0,1616.7917,1,pursuit,0,0.7409,0.0044
5.3,562.818,551.951,10.079,10.0008,-0.011,-2.34031,-0.0025,-568.2,-600.0,6.0,1615.3711,1,pursuit,0,1.741,0.1929
5.4,562.122,551.233,10.072,9.9998,-0.0103,-2.34056,-0.0024,-567.6,-600.0,6.0,1613.9508,1,pursuit,0,1.2916,0.0094
5.5,561.426,550.515,10.067,9.999,-0.0077,-2.34061,-0.0006,-567.0,-600.0,6.0,1612.5306,1,pursuit,0,0.2917,0.1853
5.6,560.731,549.797,10.061,9.9984,-0.006,-2.34059,0.0003,-566.4,-600.0,6.0,1611.1106,1,pursuit,0,0.7082,0.0294
5.7,560.035,549.079,10.056,9.998,-0.0044,-2.34051,0.0008,-565.8,-600.0,6.0,1609.6909,1,pursuit,0,1.708,0.1567
5.8,559.339,548.361,10.052,9.9977,-0.0026,-2.34047,0.0004,-565.2,-600.0,6.0,1608.2712,1,pursuit,0,1.3848,0.0695
5.9,558.643,547.643,10.048,9.9977,-0.0004,-2.3404,0.0007,-564.6,-600.0,6.0,1606.8517,1,pursuit,0,0.385,0.1097
6.0,557.948,546.925,10.044,9.9978,0.0017,-2.3404,-0.0,-564.0,-600.0,6.0,1605.4324,1,pursuit,0,0.6148,0.1255
6.1,557.252,546.207,10.04,9.9983,0.0044,-2.34037,0.0003,-563.4,-600.0,6.0,1604.0131,1,pursuit,0,1.6146,0.0485
6.2,556.556,545.489,10.037,9.999,0.0069,-2.34043,-0.0006,-562.8,-600.0,6.0,1602.5939,1,pursuit,0,1.5313,0.1931
6.3,555.86,544.771,10.034,10.0,0.0101,-2.34042,0.0001,-562.2,-600.0,6.0,1601.1747,1,pursuit,0,0.5313,0.0225
6.4,555.164,544.053,10.031,10.0013,0.013,-2.3405,-0.0008,-561.6,-600.0,6.0,1599.7555,1,pursuit,0,0.4689,0.1472
6.5,554.468,543.334,10.029,10.003,0.0168,-2.34048,0.0002,-561.0,-600.0,6.0,1598.3363,1,pursuit,0,1.4692,0.0999
6.6,553.772,542.616,10.027,10.005,0.0199,-2.34055,-0.0007,-560.4,-600.0,6.0,1596.9171,1,pursuit,0,1.7013,0.0682
6.7,553.075,541.897,10.024,10.0073,0.0233,-2.3405,0.0005,-559.8,-600.0,6.0,1595.4978,1,pursuit,0,0.7006,0.1806
6.8,552.379,541.178,10.023,10.0096,0.0228,-2.34056,-0.0006,-559.2,-600.0,6.0,1594.0784,1,pursuit,0,0.3003,0.0129
6.9,551.682,540.46,10.021,10.0118,0.0228,-2.3405,0.0006,-558.6,-600.0,6.0,1592.6588,1,pursuit,0,1.3015,0.1549
7.0,550.985,539.74,10.019,10.014,0.0219,-2.34056,-0.0006,-558.0,-600.0,6.0,1591.2392,1,pursuit,0,1.8713,0.0934
7.1,550.288,539.021,10.018,10.0162,0.0219,-2.34049,0.0007,-557.4,-600.0,6.0,1589.8194,1,pursuit,0,0.8697,0.0755
7.2,549.591,538.302,10.016,10.0183,0.0211,-2.34055,-0.0006,-556.8,-600.0,6.0,1588.3995,1,pursuit,0,0.1322,0.1714
7.3,548.894,537.582,10.015,10.0204,0.0207,-2.34036,0.0018,-556.2,-600.0,6.0,1586.9796,1,pursuit,0,1.1342,0.0015
7.4,548.197,536.863,10.014,10.0165,-0.0391,-2.34042,-0.0006,-555.6,-600.0,6.0,1585.5595,1,pursuit,0,2.0329,0.1682
7.5,547.5,536.144,10.013,10.0129,-0.0363,-2.34049,-0.0007,-555.0,-600.0,6.0,1584.14,1,pursuit,0,1.0316,0.0781
7.6,546.803,535.425,10.012,10.0096,-0.0328,-2.34051,-0.0002,-554.4,-600.0,6.0,1582.7209,1,pursuit,0,0.0307,0.0912
7.7,546.107,534.706,10.011,10.0067,-0.0291,-2.34052,-0.0001,-553.8,-600.0,6.0,1581.3023,1,pursuit,0,0.97,0.1553
7.8,545.411,533.988,10.01,10.0041,-0.0257,-2.34032,0.0019,-553.2,-600.0,6.0,1579.884,1,pursuit,0,1.9704,0.0138
7.9,544.715,533.269,10.009,10.0018,-0.0228,-2.34032,0.0,-552.6,-600.0,6.0,1578.4662,1,pursuit,0,1.1954,0.1827
8.0,544.019,532.551,10.008,10.0,-0.0185,-2.34032,-0.0,-552.0,-600.0,6.0,1577.0487,1,pursuit,0,0.1954,0.0641
8.1,543.323,531.833,10.008,9.9984,-0.0155,-2.34058,-0.0025,-551.4,-600.0,6.0,1575.6315,1,pursuit,0,0.8045,0.1045
8.2,542.627,531.115,10.007,9.9972,-0.0124,-2.34068,-0.001,-550.8,-600.0,6.0,1574.2146,1,pursuit,0,1.8042,0.1424
8.3,541.931,530.398,10.006,9.9963,-0.0083,-2.34064,0.0004,-550.2,-600.0,6.0,1572.7979,1,pursuit,0,1.3612,0.0261
8.4,541.236,529.68,10.006,9.9959,-0.0041,-2.34057,0.0007,-549.6,-600.0,6.0,1571.3815,1,pursuit,0,0.3616,0.1946
8.5,540.54,528.962,10.005,9.996,0.0005,-2.34051,0.0006,-549.0,-600.0,6.0,1569.9652,1,pursuit,0,0.638,0.0525
8.6,539.844,528.244,10.005,9.9965,0.0053,-2.34049,0.0002,-548.4,-600.0,6.0,1568.549,1,pursuit,0,1.6377,0.1161
8.7,539.149,527.526,10.005,9.9975,0.0093,-2.34042,0.0007,-547.8,-600.0,6.0,1567.1328,1,pursuit,0,1.5276,0.1309
8.8,538.453,526.808,10.004,9.9987,0.0128,-2.34043,-0.0001,-547.2,-600.0,6.0,1565.7167,1,pursuit,0,0.5277,0.0378
8.9,537.757,526.09,10.004,10.0002,0.0145,-2.34038,0.0004,-546.6,-600.0,6.0,1564.3006,1,pursuit,0,0.4723,0.2067
9.0,537.061,525.372,10.004,10.0018,0.0158,-2.34042,-0.0004,-546.0,-600.0,6.0,1562.8845,1,pursuit,0,1.4725,0.0399
9.1,536.365,524.653,10.003,10.0034,0.0163,-2.34039,0.0003,-545.4,-600.0,6.0,1561.4683,1,pursuit,0,1.6924,0.1293
9.2,535.669,523.935,10.003,10.0051,0.0172,-2.34044,-0.0006,-544.8,-600.0,6.0,1560.0521,1,pursuit,0,0.6919,0.117
9.3,534.972,523.216,10.003,10.0069,0.0176,-2.34042,0.0003,-544.2,-600.0,6.0,1558.6358,1,pursuit,0,0.3087,0.0525
9.4,534.276,522.497,10.003,10.0087,0.0181,-2.34055,-0.0013,-543.6,-600.0,6.0,1557.2195,1,pursuit,0,1.3096,0.1934
9.5,533.579,521.778,10.002,10.0106,0.019,-2.34053,0.0002,-543.0,-600.0,6.0,1555.8032,1,pursuit,0,1.8547,0.0236
9.6,532.882,521.059,10.002,10.0123,0.0176,-2.34063,-0.001,-542.4,-600.0,6.0,1554.3867,1,pursuit,0,0.8535,0.1465
9.7,532.185,520.34,10.002,10.0141,0.0178,-2.34057,0.0005,-541.8,-600.0,6.0,1552.9702,1,pursuit,0,0.1479,0.0989
9.8,531.488,519.621,10.002,10.0158,0.0167,-2.34064,-0.0006,-541.2,-600.0,6.0,1551.5537,1,pursuit,0,1.1495,0.0714
9.9,530.791,518.902,10.002,10.0175,0.0168,-2.34056,0.0008,-540.6,-600.0,6.0,1550.1371,1,pursuit,0,2.0142,0.1737
10.0,530.094,518.182,10.002,10.0191,0.016,-2.34061,-0.0005,-540.0,-600.0,6.0,1548.7205,1,pursuit,0,1.0123,0.003
10.1,529.396,517.463,10.001,10.0208,0.0167,-2.34065,-0.0004,-539.4,-600.0,6.0,1547.3038,2,pursuit,0,1.6182,1.3182
10.2,528.699,516.743,10.001,10.0225,0.0175,-2.34069,-0.0004,-538.8,-600.0,6.0,1545.8871,2,pursuit,0,1.3113,1.3125
10.3,527.922,516.108,10.001,10.0384,0.1588,-2.45598,-1.1529,-538.2,-600.0,6.0,1544.4703,2,pursuit,0,1.5905,1.1879
10.4,527.111,515.514,10.001,10.0476,0.0919,-2.509,-0.5302,-537.6,-600.0,6.0,1543.0597,2,pursuit,0,2.284,1.0326
10.5,526.292,514.932,10.001,10.0464,-0.0121,-2.52453,-0.1554,-537.0,-600.0,6.0,1541.6562,2,pursuit,0,3.1432,0.8292
10.6,525.479,514.343,10.001,10.0432,-0.0316,-2.51487,0.0967,-536.4,-600.0,6.0,1540.256,2,pursuit,0,2.8308,0.7269
10.7,524.678,513.737,10.001,10.0374,-0.0583,-2.4934,0.2147,-535.8,-600.0,6.0,1538.8546,2,pursuit,0,1.8308,0.4949
10.8,523.895,513.111,10.001,10.0299,-0.0745,-2.46676,0.2664,-535.2,-600.0,6.0,1537.4502,2,pursuit,0,0.8471,0.3597
10.9,523.13,512.464,10.001,10.0222,-0.0767,-2.43963,0.2712,-534.6,-600.0,6.0,1536.0429,2,pursuit,0,0.33,0.3698
11.0,522.382,511.798,10.001,10.0154,-0.0684,-2.41462,0.2501,-534.0,-600.0,6.0,1534.6332,2,pursuit,0,1.2331,0.4167
11.1,521.648,511.117,10.001,10.01,-0.054,-2.39354,0.2108,-533.4,-600.0,6.0,1533.222,2,pursuit,0,2.2241,0.2536
11.2,520.926,510.424,10.001,10.0061,-0.039,-2.37684,0.1671,-532.8,-600.0,6.0,1531.8099,2,pursuit,0,3.222,0.1041
11.3,520.214,509.722,10.001,10.0034,-0.0273,-2.36331,0.1353,-532.2,-600.0,6.0,1530.3974,2,pursuit,0,4.217,0.0634
11.4,519.509,509.012,10.0,10.0016,-0.0177,-2.35279,0.1052,-531.6,-600.0,6.0,1528.9848,2,pursuit,0,3.217,0.2013
11.5,518.809,508.298,10.0,10.0005,-0.0107,-2.34558,0.0721,-531.0,-600.0,6.0,1527.5723,2,pursuit,0,2.217,0.3497
11.6,518.113,507.579,10.0,9.9999,-0.0059,-2.34021,0.0537,-530.4,-600.0,6.0,1526.1598,2,pursuit,0,1.217,0.3266
11.7,517.421,506.858,10.0,9.9997,-0.0029,-2.33587,0.0434,-529.8,-600.0,6.0,1524.7474,2,pursuit,0,0.2174,0.1446
11.8,516.73,506.135,10.0,9.9996,-0.0006,-2.33283,0.0304,-529.2,-600.0,6.0,1523.3352,2,pursuit,0,0.783,0.0577
11.9,516.041,505.41,10.0,9.9997,0.0008,-2.33123,0.016,-528.6,-600.0,6.0,1521.9231,2,pursuit,0,1.7829,0.2789
12.0,515.352,504.685,10.0,9.9998,0.0016,-2.33063,0.006,-528.0,-600.0,6.0,1520.5111,2,pursuit,0,2.7829,0.2089
12.1,514.664,503.96,10.0,10.0,0.002,-2.33077,-0.0014,-527.4,-600.0,6.0,1519.0992,2,pursuit,0,3.2469,0.0801
12.2,513.974,503.236,10.0,10.0003,0.0022,-2.33119,-0.0042,-526.8,-600.0,6.0,1517.6874,2,pursuit,0,2.2468,0.2808
12.3,513.285,502.512,10.0,10.0004,0.0017,-2.33164,-0.0046,-526.2,-600.0,6.0,1516.2757,2,pursuit,0,1.2468,0.0683
12.4,512.595,501.788,10.0,10.0006,0.0019,-2.33204,-0.004,-525.6,-600.0,6.0,1514.8641,2,pursuit,0,0.2467,0.1785
12.5,511.905,501.064,10.0,10.0008,0.0021,-2.33239,-0.0035,-525.0,-600.0,6.0,1513.4527,2,pursuit,0,0.7533,0.2243
12.6,511.214,500.34,10.0,10.0011,0.0024,-2.33269,-0.003,-524.4,-600.0,6.0,1512.0413,2,pursuit,0,1.7535,0.0785
12.7,510.524,499.617,10.0,10.0013,0.0025,-2.33288,-0.0019,-523.8,-600.0,6.0,1510.6301,2,pursuit,0,2.5588,0.007
12.8,509.833,498.893,10.0,10.0016,0.0026,-2.33302,-0.0014,-523.2,-600.0,6.0,1509.219,2,pursuit,0,1.5586,0.038
12.9,509.143,498.17,10.0,10.0018,0.0027,-2.33308,-0.0005,-522.6,-600.0,6.0,1507.8079,2,pursuit,0,0.5585,0.0203
13.0,508.452,497.446,10.0,10.0021,0.0028,-2.33313,-0.0005,-522.0,-600.0,6.0,1506.397,2,pursuit,0,0.4418,0.0405
13.1,507.761,496.723,10.0,10.0024,0.0025,-2.33316,-0.0003,-521.4,-600.0,6.0,1504.9862,2,pursuit,0,1.442,0.1387
13.2,507.07,496.0,10.0,10.0026,0.0026,-2.33316,-0.0001,-520.8,-600.0,6.0,1503.5755,2,pursuit,0,1.8485,0.1543
13.3,506.379,495.276,10.0,10.0029,0.0026,-2.33319,-0.0003,-520.2,-600.0,6.0,1502.1649,2,pursuit,0,0.8482,0.0185
13.4,505.688,494.553,10.0,10.0032,0.0026,-2.33319,0.0001,-519.6,-600.0,6.0,1500.7544,2,pursuit,0,0.1521,0.1797
13.5,504.998,493.829,10.0,10.0034,0.0027,-2.33322,-0.0003,-519.0,-600.0,6.0,1499.344,2,pursuit,0,1.1525,0.0451
13.6,504.307,493.106,10.0,10.0034,0.0002,-2.33319,0.0003,-518.4,-600.0,6.0,1497.9337,2,pursuit,0,1.6457,0.092
13.7,503.616,492.383,10.0,10.0035,0.0004,-2.33316,0.0003,-517.8,-600.0,6.0,1496.5236,2,pursuit,0,0.6453,0.1621
13.8,502.925,491.659,10.0,10.0031,-0.0042,-2.33341,-0.0025,-517.2,-600.0,6.0,1495.1135,2,pursuit,0,0.355,0.0522
13.9,502.234,490.936,10.0,10.0027,-0.0039,-2.33343,-0.0003,-516.6,-600.0,6.0,1493.7037,2,pursuit,0,1.3553,0.0574
14.0,501.543,490.213,10.0,10.0023,-0.0034,-2.33345,-0.0002,-516.0,-600.0,6.0,1492.294,2,pursuit,0,1.3731,0.1738
14.1,500.852,489.49,10.0,10.002,-0.0029,-2.33344,0.0002,-515.4,-600.0,6.0,1490.8846,2,pursuit,0,0.3729,0.0784
14.2,500.161,488.767,10.0,10.0018,-0.0023,-2.33341,0.0003,-514.8,-600.0,6.0,1489.4752,2,pursuit,0,0.6273,0.0485
14.3,499.47,488.043,10.0,10.0016,-0.0018,-2.33338,0.0003,-514.2,-600.0,6.0,1488.0661,2,pursuit,0,1.6274,0.1808
14.4,498.779,487.32,10.0,10.0015,-0.0012,-2.33335,0.0003,-513.6,-600.0,6.0,1486.657,2,pursuit,0,1.164,0.0617
14.5,498.088,486.597,10.0,10.0014,-0.0006,-2.33333,0.0002,-513.0,-600.0,6.0,1485.2482,2,pursuit,0,0.1638,0.078
14.6,497.397,485.874,10.0,10.0014,0.0,-2.33333,0.0,-512.4,-600.0,6.0,1483.8395,2,pursuit,0,0.8363,0.1603
14.7,496.706,485.151,10.0,10.0015,0.0006,-2.33334,-0.0001,-511.8,-600.0,6.0,1482.4309,2,pursuit,0,1.8365,0.0151
14.8,496.016,484.428,10.0,10.0016,0.0011,-2.33337,-0.0003,-511.2,-600.0,6.0,1481.0224,2,pursuit,0,0.994,0.1326
14.9,495.325,483.704,10.0,10.0018,0.0018,-2.33337,-0.0,-510.6,-600.0,6.0,1479.6141,2,pursuit,0,0.0061,0.1013
15.0,494.634,482.981,10.0,10.002,0.0022,-2.33338,-0.0002,-510.0,-600.0,6.0,1478.2059,2,pursuit,0,1.0063,0.0494
15.1,493.943,482.258,10.0,10.0023,0.0027,-2.33337,0.0002,-509.4,-600.0,6.0,1476.7978,2,pursuit,0,1.8424,0.1829
15.2,493.252,481.535,10.0,10.0026,0.0031,-2.33337,-0.0001,-508.8,-600.0,6.0,1475.3898,2,pursuit,0,0.8422,0.0305
15.3,492.561,480.811,10.0,10.0029,0.0028,-2.33335,0.0002,-508.2,-600.0,6.0,1473.982,2,pursuit,0,0.1581,0.1222
15.4,491.87,480.088,10.0,10.0032,0.0027,-2.33336,-0.0001,-507.6,-600.0,6.0,1472.5742,2,pursuit,0,1.1584,0.1094
15.5,491.179,479.365,10.0,10.0034,0.0024,-2.33334,0.0002,-507.0,-600.0,6.0,1471.1666,2,pursuit,0,1.6916,0.0429
15.6,490.488,478.641,10.0,10.0036,0.0024,-2.33336,-0.0001,-506.4,-600.0,6.0,1469.7591,2,pursuit,0,0.6912,0.1893
15.7,489.797,477.918,10.0,10.0038,0.0021,-2.33334,0.0001,-505.8,-600.0,6.0,1468.3517,2,pursuit,0,0.3092,0.0379
15.8,489.106,477.195,10.0,10.0041,0.0021,-2.33336,-0.0002,-505.2,-600.0,6.0,1466.9444,2,pursuit,0,1.3096,0.1131
15.9,488.415,476.471,10.0,10.0042,0.0019,-2.33335,0.0001,-504.6,-600.0,6.0,1465.5373,2,pursuit,0,1.5355,0.1199
16.0,487.724,475.748,10.0,10.0044,0.002,-2.33337,-0.0002,-504.0,-600.0,6.0,1464.1302,2,pursuit,0,0.5351,0.0304
16.1,487.032,475.025,10.0,10.0046,0.0019,-2.33336,0.0001,-503.4,-600.0,6.0,1462.7233,2,pursuit,0,0.4654,0.1805
16.2,486.341,474.301,10.0,10.0048,0.002,-2.33337,-0.0002,-502.8,-600.0,6.0,1461.3165,2,pursuit,0,1.4659,0.0531
16.3,485.65,473.578,10.0,10.005,0.0019,-2.33336,0.0001,-502.2,-600.0,6.0,1459.9099,2,pursuit,0,1.3766,0.0967
16.4,484.959,472.854,10.0,10.0052,0.002,-2.33337,-0.0001,-501.6,-600.0,6.0,1458.5034,2,pursuit,0,0.3761,0.137
16.5,484.268,472.131,10.0,10.0054,0.0019,-2.33336,0.0001,-501.0,-600.0,6.0,1457.097,2,pursuit,0,0.6245,0.0125
16.6,483.577,471.407,10.0,10.0056,0.002,-2.33338,-0.0001,-500.4,-600.0,6.0,1455.6907,2,pursuit,0,1.625,0.162
16.7,482.886,470.684,10.0,10.0058,0.0019,-2.33336,0.0001,-499.8,-600.0,6.0,1454.2845,2,pursuit,0,1.2164,0.0719
16.8,482.194,469.96,10.0,10.006,0.0019,-2.3334,-0.0003,-499.2,-600.0,6.0,1452.8785,2,pursuit,0,0.2158,0.0775
16.9,481.503,469.237,10.0,10.0062,0.002,-2.33339,0.0001,-498.6,-600.0,6.0,1451.4726,2,pursuit,0,0.7848,0.1565
17.0,480.812,468.513,10.0,10.0064,0.0017,-2.33341,-0.0002,-498.0,-600.0,6.0,1450.0669,2,pursuit,0,1.7854,0.0072
17.1,480.121,467.79,10.0,10.0065,0.0018,-2.33339,0.0002,-497.4,-600.0,6.0,1448.6612,2,pursuit,0,1.0558,0.1421
17.2,479.429,467.066,10.0,10.0067,0.0016,-2.33341,-0.0001,-496.8,-600.0,6.0,1447.2557,2,pursuit,0,0.0551,0.0919
17.3,478.738,466.343,10.0,10.0069,0.0017,-2.33339,0.0002,-496.2,-600.0,6.0,1445.8503,2,pursuit,0,0.9456,0.0575
17.4,478.047,465.619,10.0,10.007,0.0016,-2.3334,-0.0001,-495.6,-600.0,6.0,1444.4451,2,pursuit,0,1.8958,0.1766
17.5,477.356,464.896,10.0,10.0072,0.0016,-2.33335,0.0004,-495.0,-600.0,6.0,1443.04,2,pursuit,0,0.8951,0.0272
17.6,476.664,464.172,10.0,10.0074,0.0017,-2.33335,-0.0,-494.4,-600.0,6.0,1441.635,2,pursuit,0,0.1056,0.1221
17.7,475.973,463.448,10.0,10.0075,0.0012,-2.33332,0.0003,-493.8,-600.0,6.0,1440.2302,2,pursuit,0,1.1064,0.1119
17.8,475.282,462.725,10.0,10.0076,0.0013,-2.33334,-0.0002,-493.2,-600.0,6.0,1438.8255,2,pursuit,0,1.7352,0.0374
17.9,474.59,462.001,10.0,10.0077,0.001,-2.33332,0.0002,-492.6,-600.0,6.0,1437.4209,2,pursuit,0,0.7344,0.1867
18.0,473.899,461.277,10.0,10.0078,0.0011,-2.33334,-0.0002,-492.0,-600.0,6.0,1436.0165,2,pursuit,0,0.2664,0.0473
18.1,473.208,460.554,10.0,10.0079,0.0009,-2.33333,0.0001,-491.4,-600.0,6.0,1434.6122,2,pursuit,0,1.2672,0.102
18.2,472.516,459.83,10.0,10.008,0.0011,-2.33335,-0.0003,-490.8,-600.0,6.0,1433.2081,2,pursuit,0,1.5743,0.1321
